Agency ID;Name;Created date;Agents;Categories;Credit flag;VAT Number;Agency charge;Agency charge usage;Phone;Phone 2;Phone 3;Phone 4;Phone 5;Phone 6;Phone 7;Cell;Cell 2;Cell 3;Cell 4;Fax;Fax 2;Fax 3;Email;Email 2;Email 3;Email 4;Email 5;Email 6;Facebook;Facebook 2;Skype;Twitter;Website;Website 2;Website 3;Instagram;Instagram 2;Instagram 3;Address;City;State;Zip;Country;Access;Address 2;City 2;State 2;Zip 2;Country 2;Access 2;Address 3;City 3;State 3;Zip 3;Country 3;Access 3
98;Tamara Arne Photographie;2017-03-02 00:00:00;;;;;0;0;+49 160 268 99 55;;;;;;;;;;;;;;mail@tamaraarne.com;;;;;;;;;;http://www.tamaraarne.com;;;https://www.instagram.com/tamaraarne/?hl=de;;;Gärtnerstr. 11;Hamburg;;20253;;;;;;;;;;;;;;
99;Czerny Manufaktor;2017-03-02 00:00:00;Caroline Reischenbeck;;;;0;0;+49 (9351) 60 421 - 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Weißensteinstr. 3a;Gemünden / Main;;97737;;;;;;;;;;;;;;
100;PULL & BEAR ESPANA, S.A.;2017-03-02 00:00:00;Paula Alonso;;;;20;20;0034981334900;0034 617847499 - movil patri;+34629449328 - movil Adrian;or 0034617847499. -,movil Patricia;;;;;;;;;;;patriciabpu@pullbear.com;;;;;;;;;;;;;;;;Avda. Gonzalo Navarro, 37-43 - Polígono Rio do Pozo;Narón;A Coruña;15573;Spain;;;;;;;;;;;;;
101;Marcus May;2017-03-10 11:12:21;Most Wanted Models@;Fotograf;;;20;20;040-2109 3475;;;;;;;0174- 1872452;;;;;;;post@marcusmay.de;;;;;;;;;;http:www.marcusmay.de;;;;;;Eimsbütteler Chaussee 37 A;Hamburg;;20259;;;;;;;;;;;;;;
102;Leo Krumbacher;2017-03-10 11:12:21;Paula Alonso;Fotograf;;;;;040-24192872;;;;;;;;;;;;;;leo@krumbacher.net;;;;;;;;;;https://schierke.com/artist/photographers/leo-krumbacher-17436.html;;;;;;Danziger str. 35 a;Hamburg;;20099;;;;;;;;;;;;;;
103;Götz Wrage;2017-03-10 11:12:21;Most Wanted Models@;Fotograf;;;;;040 - 250 47 33;;;;;;;0170 - 271 29 10  (R);;;;040 - 2504788 / 040-25307529 (R);;;mail@goetzwrage.com;;;;;;;;;;;;;;;;Hasselbrookstr. 25;Hamburg;;22089;;;;;;;;;;;;;;
104;Windsor GmbH;2017-03-10 11:12:21;Paula Alonso;Fashion;;;;;0521-1453-127;;;;;;;0163-5453017; (+49 151 54463797  - Sophie handy;;;1453-216;;;daniela.wong@windsor.de;S.Grosshardt@windsor.de;;;;;;;;;;;;;;;Am Ellerbrocks Hof 2-6;Bielefeld;;33617;;;;;;;;;;;;;;
105;Ulla Popken GmbH;2017-03-10 11:12:21;Most Wanted Models@;Fashion;;;;;04402-799-0   DW 123;;;;;;;;;;;;;;meike.gudd@popken.de;;;;;;;;;;;;;;;;Am Waldrand 19;Rastede;;26180;;;;;;;;;;;;;;
107;Upper Orange;2017-03-10 11:12:21;Most Wanted Models@;Repräsentant;;;;;49 178 612 1661;;;;;;;;;;;;;;mail@upperorange.com;;;;;;;;;;;;;;;;Nostitzstr. 15;Berlin;;10961;;;;;;;;;;;;;;
108;Mert Photo;2017-03-01 00:00:00;Doreen Leifheit;Fotograf;;;;;02019 465 35 70;;;;;;;0172-2115006;;;;;;;mail@mertphoto.com;;;;;;;;;;http://www.mertphoto.com;;;https://www.instagram.com/mert_studio/;;;Emmastr. 29;Essen;;45130;;;;;;;;;;;;;;
109;Echopark Produktionsgesellschaft mbH;2017-03-01 00:00:00;Most Wanted Models@;Werbeag.;;;20;20;+49(0) 201/125279-0;;;;;;;;;;;;;;;;;;;;;;;;www.echopark.de;;;;;;Severinstr. 21-23;Essen;;45127;Germany;;;;;;;;;;;;;
110;HOLY FASHION GROUP;2017-03-01 00:00:00;Paula Alonso;;;;0;0;Isabel Karst Commercial Apprentice Marketing windsor.   HOLY FASHION GROUP  Strellson AG Sonnenwiesenstrasse 21 |CH-8280 Kreuzlingen Fon +41 (0)71 686 32314 i.karst@holyfashiongroup.com www.holyfashiongroup.com;;;;;;;;;;;;;;i.karst@holyfashiongroup.com;;;;;;;;;;;;;;;;Sonnenwiesenstrasse 21;Kreuzlingen;Kanton Thurgau;8280;Switzerland;;Sonnenwiesenstr. 21;Kreuzlingen;;8280 ;Switzerland;;;;;;;
111;CocoVero GbR;2017-03-01 00:00:00;Caroline Reischenbeck;Fashion;;;0;0;+49 89 89083700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Adalbertstraße 35;München;;80799;;;;;;;;;;;;;;
112;Marc Beckermann Photography;2017-03-01 00:00:00;;Fotograf;;;0;0;;;;;;;;+49 (0) 1703433357;;;;;;;marcbeckermann@gmx.de;;;;;;;;;;;;;;;;Legiastrasse 4;Koblenz;;56073;;;;;;;;;;;;;;
113;Leonhard Koall Photography;2017-03-01 00:00:00;Caroline Reischenbeck;Fotograf;;;0;0;+49 162 2815814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stephanienstr. 4;Düsseldorf;;40211;;;;;;;;;;;;;;
114;Eddie Bauer GmbH & Co. KG;2017-02-28 00:00:00;Caroline Reischenbeck;Katalog;;;;;089 / 61 44 79 - 0;;;;;;;;;;;;;;empfang@eddiebauer.de;ayseguel.yavas@eddiebauer.de;;;;;;;;;;;;;;;Rotwandweg 3a;Taufkirchen;;82024;;;;;;;;;;;;;;
115;Holly Golightly Accessoiresandmore GmbH;2017-02-28 00:00:00;Caroline Reischenbeck;;;;0;0;+49(0)711 658 37-10;;;;;;;;;;;+49 (0)711 658 37-09;;;;;;;;;;;;;;;;;;;Immenhoferstrasse 47;Stuttgart;;70180;;;;;;;;;;;;;;
116;Das Vegan Magazin;2017-02-28 00:00:00;Paula Alonso;Mag / Ed;;;0;0;+49 (0)40 209321033;;;;;;;;;;;;;;christianna@veganmagazin.de;;;;;;;;;;;;;;;;Lilienstraße 11;Hamburg;;20095;;;;;;;;;;;;;;
117;Fritsche Werbeagentur;2017-03-10 11:12:21;Paula Alonso;Werbeag.;;;;;040 593 96 90;;;;;;;;;;;;;;rita.dietz@fritsche.de;;;;;;;;;;;;;;;;Weg beim Jäger 218;Hamburg;;22335;;;;;;;;;;;;;;
118;VOGELSÄNGER STUDIOS GmbH & Co. KG;2017-02-27 00:00:00;Paula Alonso;Fotostudio;;;0;0;modelbooking@vogelsaenger.de;0816599928130;;;;;;;;;;;;;modelbooking@vogelsaenger.de;;;;;;;;;;http://www.vogelsaenger.de;https://www.instagram.com/vogelsaenger_official/;;https://www.instagram.com/vogelsaenger_official/;;;Leopoldshöher Str. 1-11;Lage;;32791;;;;;;;;;;;;;;
119;elevenfifteen GmbH ;2017-02-27 00:00:00;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Magdalenenstraße 54;Hamburg;;20148;;;;;;;;;;;;;;
120;Marc O`Polo License AG;2017-02-27 00:00:00;Paula Alonso;;;;0;0;+49 8036 90-1755-Alina willenbrik ; 08036901370 - Tobias wenske ;0162 8000777 - handy tobias ;;;;;;;;;;;;tobiaswenske@marc-o-polo.com;;;;;;;;;;;;;;;;Hofgartenstrasse 1;Stephanskirchen;;83071;;;Hofgartenstr. 1;Stephanskirchen;;83071 ;Germany;;;;;;;
121;ABOUT YOU GmbH    ;2017-02-27 00:00:00;Paula Alonso;;;;0;0;+49 40 638 569 271;040/9999944-206 - Helena Pietz;040 9999944 08 (intern: 208) - NATALIA;;;;;0176/45610449  - sarah handy;;;;;;;tomislav.blaic@aboutyou.de;helena.pietz@aboutyou.de;natalie.oetzel@aboutyou.de;;;;;;;;;;;;;;Domstr.10;Hamburg;;20095;;;;;;;;;;;;;;
124;Ralf Michalak Photography;2017-02-27 00:00:00;Paula Alonso;Fotograf;;;0;0;;;;;;;;;;;;;;;mail@ralfmichalak.de;;;;;;https://www.facebook.com/michalak.photography;;;;https://ralfmichalak.wixsite.com/photography;;;@ralfmichalak_photography;;;Zementstrasse 5;Kirchheim unter Teck;;73230;;;;;;;;;;;;;;
125;Marc Oeder Photography;2017-03-10 11:12:21;;Fotograf;;;;;+49 (0) 89 21 111 962;;;;;;;0172 - 9760669;;;;089 - 9039842;;;m@marcoeder.de;;;;;;;;;;WWW.MARCOEDER.DE;;;;;;Richard-Strauß-Str. 6;Heimstetten;;85551;;;THIERSCHSTR. 20 | RÜCKGEBÄUDE;Munich;;80538;Germany;;;;;;;
126;In Public Advertising;2017-02-24 00:00:00;Caroline Reischenbeck;Werbeag.;;;;;089-63853150;;;;;;;0177-3500841;;;;;;;mail@inpublic-agentur.de;;;;;;;;;;;;;;;;Papperitzstr. 11;München;;81479;;;;;;;;;;;;;;
127;FashionDirect GmbH 0039 ITALY Onlineshop;2017-02-24 00:00:00;Caroline Reischenbeck;Fashion;;;0;0;0711-2202380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Echterdinger Straße 83;Filderstadt;;70794;;;;;;;;;;;;;;
128;cream digital pictures GmbH;2017-02-24 00:00:00;Paula Alonso;;;;0;0;0211331921;;;;;;;;;;;;;;v.holzmann@creampictures.com;;;;;;;;;;;;;;;;Berliner Allee 57;Düsseldorf;;40212;;;;;;;;;;;;;;
129;CHAFOR GmbH & Co. KG  ;2017-02-24 00:00:00;Caroline Reischenbeck;Fashion;;;0;0;+49.89.54042149;;;;;;;;;;;+49.89.54042150;;;;;;;;;;;;;;;;;;;Marienplatz 1;München;;80331;;;;;;;;;;;;;;
130;Jonathan Gordon Photography;2017-02-24 00:00:00;Paula Alonso;;;;0;0;;;;;;;;+49152 272 96 631;;;;;;;mail@j-gordon.com;;;;;;;;;;http:www.j-gordon.com;;;;;;;;;;;;;;;;;;;;;;;
131;Thomas KETTNER Fotografie;2017-03-10 11:12:21;Most Wanted Models@;Fotograf;;;;;040 84 70 97 64;;;;;;;;;;;mj.kettner@icloud.com;;;;;;;;;;;;;;;;;;;Armgartstrasse 20;Hamburg;;22087;;;;;;;;;;;;;;
132;Elle Verlag GmbH;2017-03-10 11:12:21;Caroline Reischenbeck;Mag / Ed;;;;;0172/9957191;;;;;;;;;;;089- 9250-3525;;;frederik.bartels@elle.burda.com;;;;;;;;;;;;;;;;Arabellastraße 23;München;;81925;;;;;;;;;;;;;;
133;OLIVER  LASSEN;2017-03-10 11:12:21;;Fotograf;;;;;040 - 491 00 77 /78;;;;;;;;;;;040 - 4910079;;;lassen@studiolassen.com;;;;;;;;;;;;;;;;EPPENDORFER WEG   87  A;HAMBURG;;20259;;;;;;;;;;;;;;
134;Leif Schmodde ;2017-03-10 11:12:21;;Fotograf;;;;;;;;;;;;0170 4151 880;;;;;;;www.leifschmodde.de;;;;;;;;;;info@leifschmodde.de;;;;;;Remstedtstr. 40;HAMBURG;;22143;;;;;;;;;;;;;;
135;Heinrich Bauer Verlag Red. MAXI;2017-03-10 11:12:21;;Mag / Ed;;;;;040 -3019-5045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Burchard Str. 21;Hamburg;;20077;;;;;;;;;;;;;;
136;CONRAD GLEY THIEME WA. ;2017-03-10 11:12:21;;Werbeag.;;;;;040-27 81 990 -0 + 81 (fabian);;;;;;;0172-9775962;;;;040-27819999;;;kay_rissom@cgt.de;;;;;;;;;;;;;;;;Mühlenkamp 6 C;Hamburg;;22303;;;;;;;;;;;;;;
137;SELBY & Co Werbeagentur GmbH;2017-03-10 11:12:21;;Werbeag.;;;;;040 - 398 21 - 18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jungfrauenthal 47  im hinterhof;HAMBURG;;20149;;;;;;;;;;;;;;
138;BIRGIT KLEMT;2017-03-10 11:12:21;Paula Alonso;Fotograf;;;;;;;;;;;;+49 172 91 32 506;;;;+49 40 41095332; +49 40 41095332;;mail@birgit-klemt.de;;;;;;;;;;;;;;;;Innocentiastr.22;HAMBURG;;20149;;;;;;;;;;;;;;
139;Jan De Wit;2017-03-10 11:12:21;;Fotograf;;;;;030-883 39 41;;;;;;;0172 - 678 45 75;;;;030-883 49 62;;;;;;;;;;;;;;;;;;;KURFÜRSTENDAMM  48;Berlin;;10707;;;;;;;;;;;;;;
140;Select NY;2017-03-10 11:12:21;Most Wanted Models@;Werbeag.;;;;;040 450 219 0;040 45021910 - Fax;;;;;;;;;;;;;dwahl@selectny.com;m.Sakowski@selectny.com;;;;;;;;;;;;;;;Hoheluftchaussee 18;Hamburg;;20253;;;;;;;;;;;;;;
141;CONRAD GLEY THIEME GMBH;2017-03-10 11:12:21;;Werbeag.;;;;;040-27 81 990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MÜHLENKAMP  6 C;HAMBURG;;22303;;;;;;;;;;;;;;
142;Jens Ihnken;2017-03-10 11:12:21;;Fotostudio;;;;;069 - 96206358;;;;;;;jens@ihnken.com;;;;069 - 6031179;;;;;;;;;;;;;www.ihnken.com;;;;;;Postfach 160654;Frankfurt am Main;;60069;;;;;;;;;;;;;;
143;Bianca Moden GmbH & Co.KG;2017-03-10 11:12:21;Most Wanted Models@;Fashion;;;;;02553-79-200;;;;;;;;;;;;;;Kai.Stegemann@bianca.de;;;;;;;;;;https://www.bianca-shop.de/;;;;;;Kreuzweg 70;Ochtrup;;48607;;;;;;;;;;;;;;
144;Barbara Lohmann Mode & Design GmbH;2017-03-10 11:12:21;Most Wanted Models@;Fashion;;;;;040-6080056;;;;;;;;;;;;;;anna.lohmann@barbaralohmann.de;;;;;;;;;;;;;;;;Lehmsahler Landstraße 56-58;Hamburg;;22397;;;;;;;;;;;;;;
145;Verlagsgruppe News GmbH Redaktion Woman;2017-03-10 11:12:21;Caroline Reischenbeck;Mag / Ed;;;;;00431-213121528 clara;;;;;;;;;;;0043-1---21312-1670;;;macal.claudia@woman.at;;;;;;;;;;;;;;;;Taborstr. 1-3;Wien;;A-1020;;;;;;;;;;;;;;
146;Fairlane Consulting GmbH Redaktion FACES Magazin;2017-02-23 00:00:00;Old;;;;;;+41 43 322 05 23;;;;;;;;;;;;;;Pierazzoli@faces.ch;;;;;;;;;;;;;;;;Bertastrasse 1;Zürich;;8003;;;;;;;;;;;;;;
147;United Brands Fashion Lab GmbH;2017-02-23 00:00:00;Caroline Reischenbeck;Fashion;;;0;0;+49 (0) 6181 - 3642-0;;;;;;;;;;;+49 (0) 6181 3642 100;;;info@united-brands.com;;;;;;;;;;;;;;;;Schragenhofstr. 35;Munich;;80992;Germany;;Martin-Luther-King-Straße 24;Hanau am Main;;63452;Germany;;;;;;;
148;Ulli  Würth Fotografie;2017-03-10 11:12:21;Most Wanted Models@;Fotograf;;;;;0711 - 7280042;;;;;;;0172-7105920;;;;0711 - 7222384;;;ulli.wuerth.fotografie@t-online.de;;;;;;;;;;;;;;;;Zettachring 12a;Stuttgart;;70567;;;;;;;;;;;;;;
149;HUGO BOSS AG;2017-03-10 11:12:21;Paula Alonso;Fashion;;;;;07123 - 94-86954( DW ) Sofie;;;;;;;;;;;;;;stephan_dimu@hugoboss.com;;;;;;;;;;;;;;;;DIESELSTR.  12;METZINGEN;;72555;;;;;;;;;;;;;;
150;BUGATTI GMBH;2017-03-10 11:12:21;Caroline Reischenbeck;Fashion;;;;;05221 - 884 315;;;;;;;;;;;05221 - 884 222;;;n.wilhelm@bugatti.de;;;;;;;;;;http://www.bugatti-fashion.com;;;;;;Hansastr. 55;HERFORD;;32049;;;;;;;;;;;;;;
151;KAI - ROLAND KRELLENBERG;2017-03-10 11:12:21;;Fotograf;;;;;;;;;;;;0171 - 471 8891;;;;;;;mail@kaikrellenberg.com;;;;;;;;;;www.kaikrellenberg.com;;;;;;Eifflerstrasse 22;Hamburg;;22769;;;;;;;;;;;;;;
152;MATTHIAS SCHLIEF;2017-03-10 11:12:21;Most Wanted Models@;Fotograf;;;20;20;040 - 43 41 49;;;;;;;;;;;040 - 434149;;;matthias.schlief@studio-schlief.de;;;;;;;;;;http://www.studio-schlief.de;;;;;;MAX-BRAUER - ALLEE  218;HAMBURG;;22769;;;;;;;;;;;;;;
153;Burkhard HENRICHS Photographer;2017-03-10 11:12:21;Paula Alonso;Fotostudio, Fotograf;;;;;0211 91 797 83;;;;;;;;;;;0211/9179784;;;;;;;;;;;;;http:www.burkhardhenrichs.de;http://www.burkhardhenrichs.de/impressum.html;;https://www.instagram.com/p/B1E_kn4oVz4/;;;QUIRINSTRASSE 24;Düsseldorf;;40545;;;;;;;;;;;;;;
154;Basler Fashion GmbH;2017-03-10 11:12:21;Paula Alonso;Fashion;;;0;0;06021 504 178;;;;;;;;;;;;;;celine.dorsemagen@basler-fashion.com;;;;;;;;;;http://basler-fashion.com/de/collection.php;;;;;;Dammer Weg  51;Goldbach;;63773;;;;;;;;;;;;;;
155;Modehaus Eckerle;2017-03-10 11:12:21;Paula Alonso;Kaufhaus;;;;;089- 23683 - 304 (DW);;;;;;;;;;;236830;;;u.lang@eckerle.de;;;;;;;;;;;;;;;;Theatiner Str. 3;München;;80333;;;;;;;;;;;;;;
156;Rodale Motor Presse Verlage Redaktion Men's Health;2017-03-10 11:12:21;Most Wanted Models@;Mag / Ed;;;;;040 - 85 33 039 31 Christine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leverkusenstr. 54;Hamburg;;22761;;;;;;;;;;;;;;
157;Grey Global Group middle europe;2017-03-10 11:12:21;Most Wanted Models@;Werbeag.;;;;;0211 38 07 263;;;;;;;;;;;0211-3807367;;;vera.troeger@grey.de;;;;;;;;;;;;;;;;Platz der Ideen 1;Düsseldorf;;40476;;;;;;;;;;;;;;
158;BEIERSDORF AG;2017-03-10 11:12:21;Most Wanted Models@;Kosmetik;;;0;0;040-4909-0 (-4102);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unnastraße  48;HAMBURG;;20253;;;;;;;;;;;;;;
159;Tröber Casting;2017-03-10 11:12:21;Most Wanted Models@;;;;;;+49 30 - 69 53 67 8-0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Potsdamer Str. 81;Berlin;;10785;;;;;;;;;;;;;;
160;Allwerk Bekleidungs GmbH;2017-02-22 00:00:00;Most Wanted Models@;Fashion;;;;;+43 76 12 70 502 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Theresienthalstr. 2;Gmunden;;A-4810;;;;;;;;;;;;;;
161;Rhein Communication GmbH;2017-02-22 00:00:00;Most Wanted Models@;Werbeag.;;;;;040-4321360;;;;;;;;;;;040432136-21;;;lilian.lorenz@rheincom.de;;;;;;;;;;http:www.rheincom.de;;;;;;Parkallee 72;Hamburg;;20144;;;;;;;;;;;;;;
162;Production World;2017-02-22 00:00:00;Doreen Leifheit;Castingagentur;;;;;040-43252225;;;;;;;;;;;;;;team@production-world.de;;;;;;;;;;http://www.production-world.de;;;;;;Marktstrasse 107;Hamburg;;20357;;;;;;;;;;;;;;
163;Redaktionsagentur Mode & Beauty;2017-02-22 00:00:00;Most Wanted Models@;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Messberg 1;Hamburg;;20095;;;;;;;;;;;;;;
164;Fit for Fun Verlag GmbH;2017-02-22 00:00:00;Most Wanted Models@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Große Elbstraße 61-63;Hamburg;;20148;;;;;;;;;;;;;;
165;Cashmere House;2017-02-22 00:00:00;Most Wanted Models@;;;;;;+43 5356 72200;+49 721 9318320 (Frau Kaufmann);;;;;;;;;;;;;agenzia-di-moda@lanadoro-cashmere.com;office@cashmere-house.at;;;;;;;;;http://www.cashmere-house.at/;;;;;;"Bichlstrasse 5
";Kitzbühel;Tirol;6370;Austria;;;;;;;;;;;;;
166;Vital -  Redaktion;2017-02-22 00:00:00;Most Wanted Models@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Possmoorweg 5;Hamburg;;22301;;;;;;;;;;;;;;
167;Best Life Redaktion;2017-02-22 00:00:00;Most Wanted Models@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leverkusenstrasse 54;Hamburg;;22761;;;;;;;;;;;;;;
168;Jan Northoff;2017-02-22 00:00:00;Most Wanted Models@;Fotograf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Karolinenstr. 5a H2;Hamburg;;20357;;;;;;;;;;;;;;
169;Bild der Frau;2017-02-22 00:00:00;Most Wanted Models@;;;;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Axel-Springer-Platz 1;Hamburg;;20350;;;;;;;;;;;;;;
170;Matheis Casting;2017-02-22 00:00:00;Most Wanted Models@;Castingagentur;;;0;0;(0) 30 4365 90 00;;;;;;;;;;;(0) 30 4365 90 011;;;Berlin@matheis-casting.de;;;;;;;;;;;;;;;;Stresemannstrasse 375;Hamburg;;22761;;;Erich-Weinert-Strasse 14;Berlin;;10439;Germany;;;;;;;
171;Scholz & Friends GmbH;2017-02-22 00:00:00;Most Wanted Models@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sandtorkai 76;Hamburg;;20457;;;;;;;;;;;;;;
172;Mattmüller Casting;2017-02-22 00:00:00;Most Wanted Models@;Castingagentur;;;;;040 - 64 88 09 63;;;;;;;;;;;040 - 64 88 09 64;;;kerstin@mattmueller-casting.de;;;;;;;;;;http://www.mattmueller-casting.de;;;;;;Beethovenstr. 42 / Rgb;Hamburg;;22083;;;;;;;;;;;;;;
173;The British Shop Versandhandel GmbH & Co. KG;2017-02-22 00:00:00;Most Wanted Models@;;;;;;02225 88 08 - 230;;;;;;;;;;;;;;blume@the-british-shop.de;;;;;;;;;;;;;;;;Auf dem Steinbüchel 6;Meckenheim;;53340;;;;;;;;;;;;;;
174;Michaela Henning;2017-02-22 00:00:00;Most Wanted Models@;;;;;;0173 69 89 157;;;;;;;;;;;;;;mail@michaela-henning.de;;;;;;;;;;;;;;;;Hegestr. 27;Hamburg;;20249;;;;;;;;;;;;;;
175;Winkler Studios GmbH;2017-02-22 00:00:00;Most Wanted Models@;;;;0;0;04 21 | 20 77 217;;;;;;;01 72 | 4 21 69 41;;;;04 21 | 20 77 222;;;;;;;;;;;;;;;;;;;Haferwende 8;Bremen;;28357;;;;;;;;;;;;;;
176;Oliver Reetz Photography;2017-02-22 00:00:00;Most Wanted Models@;;;;20;20;;;;;;;;+49 (0)172-4210896;;;;;;;booking@oliver-reetz.de;;;;;;;;;;;;;;;;Lederstraße 28;Hamburg;;22525;;;;;;;;;;;;;;
177;Igedo Company GmbH & Co. KG;2017-02-22 00:00:00;Doreen Leifheit;;;;0;0;0211 4396 470;;;;;;;;;;;;;;radermacher@idedo.com;;;;;;;;;;http://www.igedo.com;;;;;;Messeplatz;Düsseldorf;;40474;;;;;;;;;;;;;;
178;imotex;2017-02-22 00:00:00;Most Wanted Models@;;;;0;0;+49(0)2131-40379-20;;;;;;;;;;;;;;qstore@imotex.de;;;;;;;;;;;;;;;;Breslauer Straße 8;Neuss;;41460;;;;;;;;;;;;;;
180;Studio PR;2017-02-22 00:00:00;Most Wanted Models@, Doreen Leifheit;Fotostudio;;;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Harckesheyde 91;Norderstedt;;22844;;;;;;;;;;;;;;
181;Zhoi Hy;2017-02-22 00:00:00;Most Wanted Models@;AD;;;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Neuer Wall 10;Hamburg;;20354;;;;;;;;;;;;;;
182;Bob Leinders;2017-02-22 00:00:00;Doreen Leifheit;Fotograf;;;0;0;;;;;;;;0171-3674206;;;;;;;bob@leinders.com;;;;;;;;;;http://www.leinders.com;;;;;;Jürgensallee 68 E;Hamburg;;22609;Germany;;;;;;;;;;;;;
183;Atelier van den Berg;2017-02-22 00:00:00;Most Wanted Models@;;;;0;0;040/381648;;;;;;;;;;;040/3894817;;;info@ateliervandenberg.com;;;;;;;;;;http://studio-jovandenberg.de;;;;;;Holstenstraße 110;Hamburg;;22767;;;;;;;;;;;;;;
184;Stephan Ziehe;2017-02-22 00:00:00;Most Wanted Models@;Fotograf;;;0;0;040-464360;;;;;;;;;;;;;;sziehen@gmx.de;;;;;;;;;;http://www.stephan-ziehen.com;;;;;;Falkenried 23;Hamburg;;20251;;;;;;;;;;;;;;
185;iD-Film GmbH & Co. KG;2017-02-22 00:00:00;Most Wanted Models@;Werbeag.;;;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Speersort 1 - Pressehaus;Hamburg;;20095;;;;;;;;;;;;;;
186;Love Paper Magazine;2017-02-22 00:00:00;Most Wanted Models@;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fritz- Kirsch- Zeile 25;Berlin;;12459;;;;;;;;;;;;;;
187;Consulting Brics Ltd.;2017-02-22 00:00:00;Most Wanted Models@;Werbeag.;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Friedrichstr. 6;Wiesbaden;;65185;;;;;;;;;;;;;;
188;Björn Giesbrecht Photography;2017-02-22 00:00:00;Caroline Reischenbeck;Fotograf;;;0;0;+49(0)211/17804389;;;;;;;0175/ 4119301;;;;;;;info@bjoerngiesbrecht.de;;;;;;;;;;http:www.bjoerngiesbrecht.de;;;;;;Schwelmer Str. 19;Düsseldorf;;40235;;;Louis-Beißel-Str. 9;Aachen;;52076;;;;;;;;
189;Strauss Innovation GmbH & Co KG;2017-02-22 00:00:00;Most Wanted Models@;Katalog;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Raiffeisenstraße 16;Langenfeld;;40764;;;;;;;;;;;;;;
190;Fabian Altmann Photography;2017-02-22 00:00:00;Most Wanted Models@;Fotograf, Testshootings;;;0;0;;;;;;;;0173 5364 893;;;;;;;contact@fabian-altmann.net;;;;;;;;;;http://www.fabian-altmann.com;;;;;;;;;;;;;;;;;;;;;;;
192;Women's Health;2017-02-22 00:00:00;Most Wanted Models@;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leverkusenstraße 54;Hamburg;;22761;;;;;;;;;;;;;;
193;Bild der Frau  Ressort Kosmetik;2017-02-22 00:00:00;Most Wanted Models@;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PF 104050;Essen;;45040;;;;;;;;;;;;;;
194;Active Woman Magazin;2017-02-22 00:00:00;;;;;0;0;02087578204;;;;;;;;;;;;;;bruns@mehrzeiler.de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;twentyfourone/motionpicture GmbH;2017-02-22 00:00:00;Paula Alonso;;;;0;0;0211-977 160 10;;;;;;;jasmin    +49(0)1723045734  ;;;;;;;sascha@24-1.com;jasmin@24-1.com;;;;;;;;;http://atelier-dlc.com/de/?section=impressum;;;;;;wiesenstr 51 (Gebäude 41 / Atelier im 1. Stock);Düsseldorf;;40549;;;;;;;;;;;;;;
196;Roger Weber;2017-03-10 11:12:21;Doreen Leifheit;Fotograf;;;;;;;;;;;;0171-4067300;;;;+49 (0) 40 530 25 700;;;info@rogerweber.de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;Atelier 56;2017-03-10 11:12:21;Most Wanted Models@;Fotograf;;;;;040 - 2506656;;;;;;;0172 - 4120346;;;;040 - 2503030;;;info@photographie-knueppel.de;;;;;;;;;;;;;;;;Kedenburgstr. 44;HAMBRUG;;22041;;;;;;;;;;;;;;
198;ORION DAHLMANN;2017-03-10 11:12:21;Doreen Leifheit;Fotograf;;;;;0211-98969161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ronsdorferstr. 77a;DÜSSELDORF;;40233;;;;;;;;;;;;;;
